,store,address,phone
870,운정1호,경기 파주시 동패동 1758,031-944-2228
871,갈곶고현,경기 평택시 갈곶리 239-48,031-8043-9294
872,고덕1호(평택),경기 평택시 고덕면 여염리 4434-2,031-666-6250
873,동삭1호,경기 평택시 동삭동 704-4,031-655-1991
874,비전1호,경기 평택시 비전동 829-1,031-658-1255
875,비전2호,경기 평택시 비전동 790-3,031-618-3678
876,세교,경기 평택시 세교동 181-8,031-651-9982
877,소사벌,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호",031-655-3355
878,송탄1호,경기 평택시 이충동 664-4,031-667-7771
879,송탄2호,경기 평택시 지산동 714-11,031-668-9949
880,안중1호,경기 평택시 안중읍 현화리 47,031-682-1714
881,청북,경기 평택시 청북읍 옥길리 1158-3,031-684-9991
882,팽성1호,경기 평택시 팽성읍 안정리 20-31,031-691-3424
883,포승1호,경기 평택시 도곡리 1142-16,031-684-5552
884,송우,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층,031-542-9113
885,포천,경기 포천시 신읍동 47-10,031-531-9982~3
886,덕풍1호,경기 하남시 덕풍동 309-64,031-792-8288
887,미사1호,경기 하남시 망월동 1004-1,031-796-7887
888,미사역,경기도 하남시 망월동 1098-3,031-793-1333
889,신장1호,경기 하남시 신장동 447-28,031-791-9292
890,신장2호,경기 하남시 천현동 40-13,031-792-1992
891,풍산지구,경기 하남시 덕풍동 809,031-791-1992
892,하남감일,경기 하남시 감이동 525-3,02 -470-2021
893,남양1호(화성),경기 화성시 남양읍 남양리 2073-6,031-356-9285
894,동탄1능동,경기 화성시 반송동 70-4,031-613-9291
895,동탄1호,경기 화성시 반송동 42-6,031-613-9294
896,동탄2 영천,경기 화성시 영천동 701-1,031-372-1991
897,동탄2목동,경기 화성시 목동 454-5,031-374-0601
898,동탄2산척,경기 화성시 산척동 산16,031-372-9001
899,동탄2청계,경기 화성시 청계동 536,031-375-0882
900,동탄2호,경기 화성시 반송동 217-6,031-8015-1992
901,동탄2호수공원,경기도 화성시 송동 709-1,031-376-4464
902,동탄테크노밸리,경기 화성시 영천동 797-1,031-374-5525
903,발안1호,경기 화성시 향남면 행정리 426-11,031-354-9559
904,병점1호,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",031-239-1991
905,병점2호,경기 화성시 진안동 914-1,031-224-1991
906,봉담1호,경기 화성시 상리 26-8,031-278-9277
907,송산그린시티,경기 화성시 새솔동,031-355-5281
908,와우리,경기 화성시 기안동 338-4,031-223-9272
909,향남2지구,경기 화성시 향남읍 하길리 1466,031-8059-5432
910,경포,강원 강릉시 안현동 861-8,033-646-7282
911,교동1호(강릉),강원 강릉시 교1동 1863-3,033-642-9958
912,내곡,강원 강릉시 내곡동 428-1,033-655-1355
913,노암,강원 강릉시 노암동 708-1,033-644-5582
914,성덕,강원 강릉시 입암동 498-13,033-653-9285
915,유천,강원 강릉시 홍제동 1019-2,033-641-9950
916,주문진,강원 강릉시 주문진읍 교항리 119-11,033-661-3505
917,포남,강원 강릉시 포남동 1157-8,033-647-2563
918,고성(강원),강원 고성군 간성읍 하리 18-1,033-681-9995~6
919,봉포,강원 고성군 토성면 봉포리 166-21,033-636-1991
920,TOGO 속초(고성) HDC 아이파크콘도,강원 고성군 토성면 원암리 362-1,033-635-9300
921,묵호,강원 동해시 부곡동 74-5,033-532-1991
922,천곡,강원 동해시 천곡동 872,033-532-9296~7
923,청운,강원 동해시 쇄운동 84-5,033-522-0556~7
924,삼척,강원 삼척시 남양동 17-2,033-575-0047~8
925,교동(속초),강원 속초시 교동 974-2,033-637-0085
926,동명,강원 속초시 동명동 1-18,033-632-1991
927,조양,강원 속초시 조양동 1520-10,033-635-2806
928,양구,강원 양구군 양구읍 상리 227-105,033-481-4492
929,양양,강원 양양군 양양읍 남문리 125,033-673-2460
930,하조대,강원 양양군 현북면 하광정리 361-7,033-673-1667
931,영월,강원 영월군 영월읍 하송리 178-2,033-375-0888
932,개운,강원 원주시 개운동 395-23,"033-761-9959,762-2003"
933,늘품,강원 원주시 반곡동 1767-54,033-766-1991
934,단계,강원 원주시 단계동 838-4,033-743-1099
935,단구,강원 원주시 단구동 1631-2,033-762-3995
936,명륜(원주),강원 원주시 명륜동 539,033-765-9922
937,무실,강원 원주시 무실동 1664-3,033-744-9999
938,문막,강원 원주시 문막읍 건등리 1705-3,033-748-2255
939,우산,강원 원주시 우산동 818,"033-743-9985,9927"
940,원주기업도시,강원 원주시 지정면 가곡리 1348-7,033-732-1991
941,원주봉화,강원 원주시 단계동 1173-8,033-744-9595
942,일산,강원 원주시 원동 278-7,"033-761-9225,9975"
943,태장,강원 원주시 태장동 북원로 2716-1,033-731-9945
944,혁신(원주),강원 원주시 반곡동 1880-7,033-748-9993
945,흥업,강원 원주시 흥업면 흥업리 585-8,033-761-8778
946,원통,강원 인제군 북면 원통리 645-32,033-463-1999
947,인제,강원 인제군 인제읍 인제로 189,033-463-7900
948,사북고한,강원 정선군 사북읍 사북리 344-56,"033-591-9282,8555"
949,석사,강원 춘천시 석사동 748-18(33통405),033-263-6262
950,신사우동,강원 춘천시 우두동 1052-29,033-244-9505
951,장학,강원 춘천시 동면 장학리 1003-1,033-243-1999
952,춘천교대,강원 춘천시 동내면 거두리 912-4,033-261-6886
953,춘천시청,강원 춘천시 소양로 3가 181-9,033-254-1991
954,퇴계2호,강원 춘천시 퇴계동 87,033-264-8833
955,효자(춘천),강원 춘천시 효자동 545-3,033-252-9949
956,후평1호,강원 춘천시 후평동 836-1,033-244-9789
957,후평사거리,강원 춘천시 후평1동 693-4,033-251-4593~4
958,태백1호,강원 태백시 상장동 87-36,033-552-4999
959,대관령,강원 평창군 횡계리 354-8,033-333-1991
960,진부,강원 평창군 진부면 하진부리 152-23,033-336-1991
961,휘닉스봉평,강원 평창군 봉평면 무이리 709,033-333-9944
962,홍천,강원 홍천군 홍천읍 신장대리 8-9,033-435-9996
963,사창,강원 화천군 사내면 사창리 457-12,033-441-1991
964,화천,강원 화천군 화천읍 하리 44-46,033-442-9995~6
965,횡성,강원 횡성군 횡성읍 읍하리 107-48,033-344-1030
966,단양,충북 단양군 단양읍 도전리 523,043-421-1997
967,보은,충북 보은군 보은읍 삼산리 153-2,043-542-0036
968,충북옥천,충북 옥천군 옥천읍 장야리 289,043-938-9810
969,금왕,충북 음성군 금왕군 무극리 629,043-883-8292
970,대소,충북 음성군 대소면 태생리 539-170,043-883-7272
971,음성,충북 음성군 음성읍 읍내리 354-3,043-873-9292
972,음성혁신도시,충북 음성군 맹동면 두성리 1251,043-877-9992
973,장호원감곡,충북 음성군 감곡면 왕장리 523-8,043-883-9277
974,TOGO 무극,충북 음성군 생극면 관성리 1031,033-877-4983
975,강제,충북 제천시 강제동 832,043-653-1991
976,명동,충북 제천시 제천시 하소동 56-7,043-648-9983
977,신백,충북 제천시 신백동 214-7,043-652-9912~3
978,왕암,충북 제천시 왕암동 798,043-648-9922
979,장락,충북 제천시 장락동 542-7,043-642-9901~2
980,청전,충북 제천시 의림동 7-26,043-652-0097
981,증평,충북 증평군 증평읍 초중리 8-1,043-838-2245
982,광혜원,충북 진천군 광혜원면 광혜원리 503-7,043-535-5292
983,덕산,충북 진천군 덕산읍 용몽리 85,043-533-1992
984,진천(충북),충북 진천군 진천읍 남산8길 10-3,043-534-9024
985,오창산업단지,충북 청원군 오창읍 주성리 602,043-217-1990
986,청주옥산,충북 청원군 옥산면 가락리 산 68-8,043-274-1992
987,금천광장,충북 청주시 상당구 용담동 395,043-292-8383
988,용암1호,충북 청주시 상당구 용암동 2574,043-295-1999
989,용암2호,충북 청주시 상당구 용암동 1780,043-293-1991
990,우암동,충북 청주시 상당구 우암동 123-81,043-252-9944
991,분평,충북 청주시 서원구 분평동 1234,"043-298-4414,4415"
992,가경2호,충북 청주시 흥덕구 개신동 691,043-233-9949
993,강서,충북 청주시 흥덕구 가경동 1849,043-233-1993
994,복대1호,충북 청주시 흥덕구 복대동 1652,043-273-9989
995,봉명1호,충북 청주시 흥덕구 봉명동 2844-3,"043-272-9939,9989"
996,사직1호(청주),충북 청주시 흥덕구 사직2동 595-12,043-262-0507~6
997,산남성화,충북 청주시 흥덕구 성화동 886번지 101호,043-239-9942
998,오송,충북 청주시 흥덕구 오송읍 호송읍 만수리 521,043-236-1992
999,운천신봉,충북 청주시 흥덕구 운천동 1366,043-265-6555
1000,하복대,충북 청주시 흥덕구 복대동 2960,043-236-9994
1001,오창1호,충북 청주시 청원구 오창읍 각리 652-7,043-217-9982
1002,갱고개,충북 충주시 교현동 173-11,043-842-9929
1003,봉방문화교현,충북 충주시 교현동 634-17,043-857-9982~3
1004,서충주기업도시,"충북 충주시 중앙탑면 용전리 664 (107호, 108호)",043-853-1992
1005,성내용산,충북 충주시 용산동 1650-2,043-844-2626~5
1006,연수,충북 충주시 연수동 1610,043-853-3533
1007,계룡대,충남 계룡시 엄사면 엄사리 253-1,042-841-9902~3
1008,신관,충남 공주시 신관동 24-25,041-881-5599
1009,옥룡,충남 공주시 옥룡동 308-1,041-856-9892
1010,금산(충남),충남 금산군 금산읍 상리 47-10,041-751-9966
1011,연무,충남 논산시 연무읍 안심리 76-64,041-742-1992
1012,취암,충남 논산시 내동 628,041-736-4966
1013,기지시,충남 당진시 반촌리 861-20,041-356-1992
1014,복운,충남 당진시 송악면 복운리 1642-11,041-354-1412
1015,신평,충남 당진시 신평면 거산리 13-4번지 1층,041-362-4477
1016,읍내(당진),충남 당진시 읍내동 850,041-357-9986~7
1017,채운,충남 당진시 읍내동 1541,041-355-9995
1018,합덕,충남 당진시 합덕읍 운산리 266-2,041-362-9982~3
1019,동대,충남 보령시 동대동 1766,041-936-9908~9
1020,죽정,충남 보령시 죽정동 668-14,041-935-1992
1021,TOGO비체팰리스,충남 보령시 웅천읍 독산리 784-1,041-939-5654
1022,부여,충남 부여군 부여읍 관북리 133-5,041-832-1992
1023,대산,충남 서산시 대산읍 산리 129-5,041-667-1992
1024,동문,충남 서산시 동문동 406-2,041-668-7272
1025,서산테크노,충남 서산시 오사리 1666,041-665-1992
1026,석림,충남 서산시 예천동 1287-5,041-662-3302
1027,읍내(서산),충남 서산시 읍내동 759-13,041-668-8882~3
1028,서천,충남 서천군 군사리 718-11,041-953-6000
1029,권곡,충남 아산시 권곡동 549-26,041-549-7745
1030,배미,충남 아산시 배미동 239-17,041-547-1007~8
1031,배방1호,충남 아산시 배방읍 공수리 1639,041-533-9912~3
1032,아산테크노,충남 아산시 둔포면 석곡리 1704,041-542-1997
1033,온천,충남 아산시 온천동 1310,041-534-7282
1034,용화,충남 아산시 용화동 714,041-549-9008
1035,장재,충남 아산시 배방읍 장재리 1531,041-531-1992
1036,탕정지중해,충남 아산시 명암리 943-1,041-532-1995
1037,TOGO파라다이스도고,충남 아산시 도고면 기곡리 180-1,041-537-7100
1038,예산,충남 예산군 예산읍 산성리 709-4,041-334-8292
1039,목천,충남 천안시 동남구 목천읍 신계리 134-18,041-569-1991
1040,봉명다가,충남 천안시 동남구 다가동 373-6,041-579-9288
1041,신방1호,충남 천안시 동남구 신방동 785-32,041-575-3366
1042,신방통정,충남 천안시 동남구 신방동 1538,041-579-8892
1043,신부1호,충남 천안시 동남구 신부동 728,041-558-9006~7
1044,원성,충남 천안시 동남구 원성2동 518-4,041-621-9927
1045,청수,충남 천안시 동남구 청당동 513,041-621-3321
1046,두정,충남 천안시 서북구 성정2동 1211,041-621-9282
1047,백석(천안),충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,041-553-5592
1048,불당,충남 천안시 서북구 불당동 1630,041-566-1991
1049,성거,충남 천안시 서북구 성거읍 저리 65-1,041-556-9595
1050,성성,충남 천안시 서북구 성성동 656,041-554-1991
1051,성정,충남 천안시 서북구 성정동 149-4,041-578-4111~2
1052,성환1호,충남 천안시 서북구 성환읍 매주리 325-5 외 1,041-588-3392
1053,직산1호,충남 천안시 서북구 직산읍 삼은리 365,041-585-2580~1
1054,차암,충남 천안시 서북구 차암동 514,041-569-1992
1055,태안,충남 태안군 태안읍 동문리 319-7,041-672-0246
1056,고창,전북 고창군 고창읍 교촌리 483,063-562-2000
1057,구암조촌,전북 군산시 조촌동 2-21,063-445-8292
1058,군산대,전북 군산시 미룡동 867-2,063-468-9842~3
1059,나운1호,전북 군산시 나운동 834-7,063-468-5545
1060,미원,전북 군산시 대명동 384-10,063-446-1992
1061,미장수송,전북 군산시 수송동 841-5,063-462-1994
1062,소룡산북,전북 군산시 소룡동 1545-5번지,063-451-1991
1063,지곡,전북 군산시 지곡동 495-1,063-465-1993
1064,김제,전북 김제시 신풍동 594-4번지,063-548-9999
1065,남원,전북 남원시 도통동 387-12,063-631-7000
1066,무주,전북 무주군 무주읍 읍내리 962,063-324-2231
1067,무주구천,전북 무주군 설천면 삼공리 364-4,063-322-1997
1068,변산격포,전북 부안군 변산면 격포리 260-159,063-581-1112
1069,부안,전북 부안군 부안읍 봉덕리 826-1,063-584-1661
1070,순창,전북 순창군 순창읍 순화리 282-6,063-653-5995
1071,봉동,전북 완주군 봉동읍 둔산리 905-7,063-261-5592
1072,삼례우석대,전북 완주군 삼례읍 후정리 13-8,063-291-1599
1073,혁신(전북),전북 완주군 이서면 갈산리 664-10,063-214-1991
1074,동산,전북 익산시 마동 344-5,063-843-3100
1075,모현,전북 익산시 모현동1가 857,063-837-1991
1076,부송,전북 익산시 부송동 710-5,"063-831-1811,1822"
1077,영등1호,전북 익산시 영등동 765-4,063-833-1664
1078,영등2호,전북 익산시 영등동 843-5,063-836-0078
1079,원광대,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호",063-857-1991
1080,함열,전북 익산시 함열읍 와리 610-3,063-722-1991
1081,임실,전북 임실군 임실읍 이도리 294,063-643-9200
1082,장수,전북 장수군 장수읍 장수리 443-40,063-351-1999
1083,동산조촌,전북 전주시 덕진구 반월동 230-6,063-212-9282
1084,만성,전북 전주시 덕진구 만성동 1365-6,063-214-1993
1085,솔내,전북 전주시 덕진구 송천동1가 405-1,063-244-1991
1086,송천,전북 전주시 덕진구 송천동2가 179-116,063-252-5552
1087,아중,전북 전주시 덕진구 인후동1가 834-4,063-242-1663~4
1088,에코시티,전북 전주시 덕진구 송천동2가 1298,063-909-9111
1089,전북대,전북 전주시 덕진구 덕진동1가 1314-201,063-254-2033
1090,하가덕진,전북 전주시 덕진구 덕진동2가 670-1,063-278-1991
1091,호성,전북 전주시 덕진구 호성동1가 757-26,063-245-9293~4
1092,삼천1호,전북 전주시 완산구 삼천동1가 621,063-227-9979
1093,서곡효자,전북 전주시 완산구 효자동3가 1609-16,063-236-1992
1094,서신,전북 전주시 완산구 서신동 938-5,"063-278-0892,0876"
1095,신시가지,전북 전주시 완산구 효자동2가 1327-1,063-229-9252
1096,안행,전북 전주시 완산구 효자동1가 202-1,063-226-1994
1097,중앙(전주),전북 전주시 완산구 고사동 470-3,063-282-9123
1098,중화산,전북 전주시 완산구 중화산동2가 777-6,063-228-5060
1099,평화1호,전북 전주시 완산구 평화동2가 226,063-229-3334~5
1100,효자(전주),전북 전주시 완산구 효자동1가 652,063-229-2992~3
1101,효천,전북 전주시 완산구 삼천동2가 759-1,063-237-0991
1102,상동,전북 정읍시 시기동 170-4,063-535-9999
1103,수성(정읍),전북 정읍시 수성동 954-13,063-533-9999
1104,진안,전북 진안군 진안읍 군상리 286-1,063-432-1992
1105,강진,전남 강진군 강진읍 남성리 5-4,061-434-8599
1106,고흥,전남 고흥군 고흥읍 남계리 439-3,061-833-1110
1107,광양읍1호,전남 광양시 광양읍 칠성리 947-3,061-761-9985
1108,광양읍2호,전남 광양시 광양읍 용강리 857-5번지,061-795-1991
1109,중마1호,전남 광양시 마동 1037-4,061-791-9984
1110,중마2호,전남 광양시 중동 1654-3,061-795-9962
1111,구례,전남 구례군 구례읍 봉남리 11-9,061-783-9995
1112,나주,전남 나주시 대호동 1040-7,061-332-1369
1113,남평,전남 나주시 남평읍 동사리 359-3,061-331-3999
1114,빛가람1호,전남 나주시 빛가람동 190-3,061-336-5999
1115,담양,전남 담양군 담양읍 백동리 247-7,061-383-9599
1116,비파,전남 목포시 상동 851,061-282-7979
1117,삼학,전남 목포시 산정동 1284,061-245-1880
1118,상동석현,전남 목포시 석현동 1173-2,061-277-5539
1119,옥암,전남 목포시 옥암동 1248-2,061-980-9292
1120,용해,전남 목포시 연산동 1930-4,061-274-9989
1121,원산,전남 목포시 산정동 1693-3,061-276-5582
1122,하당,전남 목포시 상동 1116-8번지,061-284-0070
1123,남악,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호",061-287-9959
1124,무안읍,전남 무안군 무안읍 성남리 813-45,061-454-1997
1125,보성,전남 보성군 보성읍 보성리 831-19,061-852-9942
1126,금당1호,전남 순천시 조례동 1612번지 1-4호,"061-721-9990,9958"
1127,남부(순천),전남 순천시 풍덕동 1265-5,061-743-9997
1128,순천대점,전남 순천시 석현동 80-5,061-755-9985~4
1129,신대,전남 순천시 해룡면 신대리 1977-8,061-723-3123
1130,연향,전남 순천시 연향동 1351-1,061-724-9912
1131,용당서면,전남 순천시 용당동 348-9,061-755-1992
1132,조례,전남 순천시 조례1동 1687-16,061-725-9945~6
1133,팔마,전남 순천시 연향동 1681-3   1층,061-721-4994
1134,국동,전남 여수시 신월동 96-1,061-642-9924~5
1135,덕충,전남 여수시 덕충동 2041,061-662-9595
1136,돌산,전남 여수시 돌산읍 우두리 1095-9,061-644-2127
1137,둔덕,전남 여수시 둔덕동 434-7,061-653-9795
1138,문수,전남 여수시 문수동 124-1,061-651-7168
1139,신기,전남 여수시 신기동 117-7,061-682-9984~5
1140,안산,전남 여수시 안산동 438-7,061-685-9984
1141,여서,전남 여수시 여서동 227-2,061-654-6727~8
1142,웅천,전남 여수시 웅천동 1694-1 104호,061-692-1999
1143,죽림무선,전남 여수시 소라면 죽림리 1226-3,061-692-1991
1144,영광,전남 영광군 영광읍 신하리 819-8,061-353-9953
1145,삼호,전남 영암군 삼호읍 용앙리 481,061-462-1991
1146,완도,전남 완도군 완도읍 군내리 1237-14,061-552-9595
1147,장흥,전남 장흥군 장흥읍 건산리 736-10,061-863-1997
1148,함평,전남 함평군 함평읍 기각리 1000-8,061-324-6686
1149,해남,전남 해남군 해남읍 구교리 304-3,061-536-9985~6
1150,화순,전남 화순군 화순읍 일심리 755,061-375-9283
1151,경산,경북 경산시 옥산동 758-10(1층),053-815-9058
1152,경산오거리,경북 경산시 중방동 880-1,"053-813-9993,9992"
1153,계양사동,경북 경산시 사동 48,053-817-9209
1154,영대,경북 경산시 압량면 신대리 497,053-812-9928
1155,진량,경북 경산시 진량읍 봉회리 81-3,053-856-8282
1156,하양,경북 경산시 하양읍 금락리 130-18,053-854-8010
1157,동천(경주),경북 경주시 동천동 987-44,054-741-9995~6
1158,성건중앙,경북 경주시 성건동 625-13,054-775-6669
1159,안강,경북 경주시 안강읍 산대리 2400-2,054-763-9959
1160,외동(경주),경북 경주시 입실리 1344-46,054-748-1991
1161,용강(경주),경북 경주시 용강동 1619,054-744-1991
1162,충효,경북 경주시 충효동 3002-1,054-749-9945
1163,황성,경북 경주시 황성동 893-3,054-775-9959
1164,고령,경북 고령군 대가야읍 지산리 3-11,054-954-8995
1165,다산,경북 고령군 다산면 상곡리 162-21,054-955-9259
1166,도량,경북 구미시 도량동 262-1,054-442-0757
1167,문성,경북 구미시 고아읍 문성리 1850,054-453-1009
1168,봉곡,경북 구미시 봉곡동 302-4,054-458-9988
1169,산동,경북 구미시 산동면 신당리 1437,054-471-0030
1170,상모,경북 구미시 상모동 42-7,054-465-3738
1171,선산,경북 구미시 선산읍 동부리 416,054-482-4870
1172,송정(구미),경북 구미시 송정동 38-5 우방타운 206동2호,054-455-5534
1173,신평공단,경북 구미시 신평동 95-4,054-463-9222
1174,옥계,경북 구미시 옥계동 843-1,054-475-6060
1175,원평,경북 구미시 원평동 84-5,054-454-9991
1176,원호,경북 구미시 고아읍 원호리 442-2,054-441-2324
1177,인동,경북 구미시 인의동 341-2,054-471-8282
1178,진평,경북 구미시 진평동 29-5,054-474-7999
1179,형곡,경북 구미시 형곡동 152-4,054-451-1922
1180,김천,경북 김천시 신음동 1301-4,054-431-3110
1181,김천부곡,경북 김천시 부곡동 426-1,054-432-1034
1182,김천혁신,경북 김천시 율곡동 364,054-430-0999
1183,점촌,경북 문경시 모전동 866,054-556-0044
1184,봉화,경북 봉화군 봉화읍 내성리 222-1,054-673-1991
1185,상주,경북 상주시 무양동 213-3,054-532-0380
1186,성주,경북 성주군 성주읍 성산리 2102-4,054-933-9259
1187,금곡(안동),경북 안동시 당북동 311-8,054-841-9295(080-555-9295)
1188,송현오거리,경북 안동시 송현동 260-5,054-859-3988
1189,옥동(안동),경북 안동시 옥동 786-15,054-843-9982
1190,용상,경북 안동시 용상동 1179-188,054-822-5888
1191,영덕,경북 영덕군 영덕읍 덕곡리 162-1,054-734-9982
1192,가흥,경북 영주시 가흥동 1881,054-634-2999
1193,영주,경북 영주시 휴천동 642-362,054-636-3999
1194,중앙(영주),경북 영주시 영주2동 536-15,054-637-9901~2
1195,풍기,경북 영주시 풍기읍 성내리 2-4,054-635-5033
1196,영천1호,경북 영천시 망정동 208-21,054-333-0999
1197,완산문외,경북 영천시 문외동 258-6,054-335-3111
1198,경북도청,경북 예천군 호명면 산합리 1408,054-857-9990
1199,북면,경북 울진군 북면 부구리 159-27,054-781-9966
1200,울진,경북 울진군 울진읍 읍내리 576-1,054-781- 5995
1201,의성,경북 의성군 의성읍 후죽리 470-6,054-832-1677
1202,청도,경북 청도군 청도읍 고수리 503,"054-372-9912,9919"
1203,석적,경북 칠곡군 석적읍 중리 203-5,054-977-8800
1204,오태북삼,경북 칠곡군 북삼읍 인평리 246-3,"054-973-3655,463-1365"
1205,왜관,경북 칠곡군 왜관읍 왜관리 237-19,054-972-2850
1206,구룡포,경북 포항시 남구 구룡포읍 구룡포리 742-1,054-276-9114
1207,남부(포항),경북 포항시 남구 대도동 124-13,054-282-8444
1208,대해중앙,경북 포항시 남구 대도동 97-4,054-283-9945
1209,도구청림,경북 포항시 남구 동해면 도구리 694-3,054-272-0084
1210,송도,경북 포항시 남구 해도동 25-28,054-272-5525
1211,양학대이,경북 포항시 남구 이동 652-4,054-277-9937
1212,연일,경북 포항시 남구 생지리 157-9,054-285-8533
1213,오천,경북 포항시 남구 오천읍 원리 913-2,054-292-6660
1214,효곡,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호,054-278-8868
1215,교촌Togo화진,경북 포항시 북구 송라면 지경리 337-10,054-262-1991
1216,양덕(포항),경북 포항시 북구 양덕동 1574,054-256-0077
1217,용흥,경북 포항시 북구 용흥동 63-9,054-242-4568
1218,우현,경북 포항시 북구 우현동 산15-6,"054-251-9979,5525"
1219,장성,경북 포항시 북구 장성동 1355-4,"054-256-0999, 253-4333"
1220,죽도,경북 포항시 북구 대흥동 592-2,054-232-9966~7
1221,환호장량,경북 포항시 북구 장성동 1378-3,"054-249-9902,9903"
1222,흥해,경북 포항시 북구 흥해읍 옥성리 403-7,054-261-1366
1223,고현상동,경남 거제시 고현동 406-18,055-637-0344
1224,상문,경남 거제시 상동동 913-2,055-637-1990
1225,수양,경남 거제시 수월동 1120-14,055-632-1992
1226,아주,경남 거제시 아주동 1178-2,055-681-1164
1227,옥포(거제),경남 거제시 옥포동 160-1,055-688-9277~8
1228,장승포,경남 거제시 장승포동 697-2,055-682-1991
1229,장평,경남 거제시 장평동 274,055-635-9982
1230,중곡,경남 거제시 고현동 997,055-633-1992
1231,지세포,경남 거제시 일운면 지세포리 1009-7,055-682-5623
1232,거창1호,경남 거창군 거창읍 대동리 697-5,055-943-9980
1233,고성(경남),경남 고성군 고성읍 송학리 244-88,055-674-3652~3
1234,구산,경남 김해시 구산동 275-8,055-321-5566
1235,내동,경남 김해시 내동 138-1,055-322-9007
1236,대청,경남 김해시 대청동 61-1,055-312-8585
1237,부원봉황,경남 김해시 부원동 607-3,055-331-2235~6
1238,삼계1호,경남 김해시 삼계동 1479-4,055-339-7772~3
1239,삼계2호,경남 김해시 삼계동 1415-5,055-311-6651
1240,삼방,경남 김해시 삼방동 171-12,055-326-2294
1241,삼정,경남 김해시 삼정동 590-1,055-331-5569
1242,어방,경남 김해시 어방동 523-2,055-321-0101
1243,외동(김해),경남 김해시 외동 1187-12,055-325-4777
1244,율하(김해),경남 김해시 관동동 1106-5,055-323-2388
1245,율하2지구,경남 김해시 장유동 834-8,055-339-4549
1246,장유1호,경남 김해시 무계동 149-18,055-313-9266~7
1247,주촌,경남 김해시 주촌면 천곡리 1381-14,055-323-9821
1248,지내안동,경남 김해시 지내동 67-1,055-339-0999
1249,진영,경남 김해시 진영읍 진영리 1629-2,"055-342-3900,3989"
1250,남해,경남 남해군 남해읍 서변리 160-11,055-864-1999
1251,내일동,경남 밀양시 내이동 1566-6,055-355-3377
1252,삼문상남,경남 밀양시 삼문동 717-11,055-355-9920
1253,동금,경남 사천시 동금동 58-4,055-832-9989
1254,벌용,경남 사천시 벌리동 255-9,055-835-6664
1255,사남,경남 사천시 사남면 월성리 64-3,055-852-1990
1256,사천,경남 사천시 사천읍 수석리 293-23,055-852-0991
1257,산청,경남 산청군 산청읍 옥산리 249,055-973-2002
1258,덕계,경남 양산시 덕계동 750,055-910-9995
1259,물금,경남 양산시 물금읍 범어리 2682-10,055-387-9984
1260,삼성,경남 양산시 북정동 885-12,055-366-9289
1261,상북,경남 양산시 상북면 석계리 242-1,"055-375-9595,5824"
1262,서창1호,경남 양산시 삼호동 707-2,"055-363-5757,8292"
1263,석산,경남 양산시 동면 금산리 1422-14,055-384-2992
1264,중앙(양산),경남 양산시 중부동 684-6,055-384-9985
1265,증산(양산),경남 양산시 물금읍 가촌리 1269-3,055-375-8888
1266,통도사,경남 양산시 하북면 순지리 814-5,055-381-7776
1267,평산,경남 양산시 평산동 105-4,055-367-8988
1268,의령,경남 의령군 의령읍 서동리 497-9,055-572-9998
1269,가호,경남 진주시 호탄동 611-3,055-761-0226
1270,금산(진주),경남 진주시 중천리 192-3,055-762-2241~2
1271,상대,경남 진주시 상대동 238-3,055-761-0430
1272,상봉중앙,경남 진주시 중안동 2-11,"055-748-2280,2285"
1273,상평,경남 진주시 상평동 198-43,"055-755-4452,3839"
1274,신안평거,경남 진주시 신안동 439-7,055-747-0884
1275,이현인사,경남 진주시 인사동 145-5,"055-745-9245,7896"
1276,정촌,경남 진주시 정촌면 예하리 1300-14,055-763-1991
1277,초장,경남 진주시 초전동 1704-7,055-753-1991
1278,칠암망경,경남 진주시 칠암동 491-47,055-757-0313
1279,판문평거,경남 진주시 평거동 344-6,055-748-6036~7
1280,하대초전,경남 진주시 하대동 306-38,055-761-5511
1281,혁신(경남 진주),경남 진주시 진주시 충무공동 282-3,055-762-5933
1282,남지,경남 창녕군 남지읍 남지리 994-7,055-536-1993
1283,창녕,경남 창녕군 창녕읍 송현리 238-1,055-533-9280~1
1284,마산현동,경남 창원시 마산합포구 현동 374,055-244-1991
1285,문화중앙,경남 창원시 마산합포구 중앙동2가 5-42번지,055-243-9245
1286,월영,경남 창원시 마산합포구 해운동 42-11,055-223-9974
1287,자산교방,경남 창원시 마산합포구 자산동 301-19,055-246-1992
1288,진동,경남 창원시 마산합포구 진동면 진동리 436,055-271-0077
1289,창동산호,경남 창원시 마산합포구 산호동 338-35,055-247-3501~2
1290,내서삼계,경남 창원시 마산회원구 삼계리 35-14,055-231-9982
1291,석전회성,경남 창원시 마산회원구 석전동 264-56,055-255-9945
1292,양덕(창원),경남 창원시 마산회원구 양덕동 61-61,055-295-9997
1293,합성,경남 창원시 마산회원구 합성동 263-36,055-299-9782
1294,호계,경남 창원시 마산회원구 내서읍 호계리 289-45,055-231-2321
